time,ax,ay,az,atotal
2022-11-15 11:13:33.2990,-0.53,-0.49,0.0,0.72
2022-11-15 11:13:33.3010,-0.66,-0.53,-0.58,1.02
2022-11-15 11:13:33.3170,-0.71,-0.37,-1.08,1.34
2022-11-15 11:13:33.3190,-0.67,-0.31,-1.24,1.44
2022-11-15 11:13:33.3310,-0.41,-0.34,-1.18,1.29
2022-11-15 11:13:33.3330,-0.39,-0.47,-0.71,0.93
2022-11-15 11:13:33.3460,-0.24,-0.3,-0.21,0.43
2022-11-15 11:13:33.3480,-0.09,-0.17,0.36,0.4
2022-11-15 11:13:33.3630,0.03,-0.41,0.93,1.01
2022-11-15 11:13:33.3650,0.35,-0.61,0.86,1.11
2022-11-15 11:13:33.3800,0.49,-0.58,0.7,1.03
2022-11-15 11:13:33.3820,0.32,-0.61,0.31,0.75
2022-11-15 11:13:33.3980,0.07,-0.68,-0.36,0.77
2022-11-15 11:13:33.4000,0.09,-0.33,-0.61,0.69
2022-11-15 11:13:33.4140,0.19,0.03,-0.12,0.22
2022-11-15 11:13:33.4150,0.38,0.03,0.74,0.83
2022-11-15 11:13:33.4300,0.47,-0.13,1.68,1.74
2022-11-15 11:13:33.4330,0.53,-0.2,2.27,2.33
2022-11-15 11:13:33.4450,0.76,-0.27,2.42,2.55
2022-11-15 11:13:33.4490,0.85,-0.6,2.23,2.46
2022-11-15 11:13:33.4620,0.8,-1.02,2.01,2.39
2022-11-15 11:13:33.4640,0.26,-1.49,1.5,2.13
2022-11-15 11:13:33.4820,-0.72,-1.75,1.05,2.16
2022-11-15 11:13:33.4830,-0.81,-1.23,1.11,1.84
2022-11-15 11:13:33.4970,-0.67,-0.49,1.05,1.33
2022-11-15 11:13:33.4990,-0.56,-0.06,0.73,0.92
2022-11-15 11:13:33.5120,-0.5,-0.09,0.46,0.68
2022-11-15 11:13:33.5150,-0.54,-0.44,0.3,0.75
2022-11-15 11:13:33.5300,-0.58,-0.71,0.06,0.91
2022-11-15 11:13:33.5330,-0.71,-0.84,0.0,1.09
2022-11-15 11:13:33.5450,-0.79,-0.67,0.01,1.03
2022-11-15 11:13:33.5470,-0.57,-0.04,-0.3,0.64
2022-11-15 11:13:33.5650,-0.67,0.64,-0.95,1.32
