time,ax,ay,az,atotal
2022-11-11 12:52:48.0280,-0.03,0.05,0.01,0.05
2022-11-11 12:52:48.0320,-0.05,0.06,0.0,0.07
2022-11-11 12:52:48.0370,-0.06,0.05,-0.01,0.07
2022-11-11 12:52:48.0500,-0.04,0.05,-0.01,0.06
2022-11-11 12:52:48.0540,-0.04,0.06,0.0,0.07
2022-11-11 12:52:48.0580,-0.05,0.07,0.01,0.08
2022-11-11 12:52:48.0670,-0.03,0.07,0.01,0.07
2022-11-11 12:52:48.0710,-0.03,0.08,0.01,0.08
2022-11-11 12:52:48.0840,-0.05,0.06,0.01,0.07
2022-11-11 12:52:48.0870,-0.06,0.06,0.0,0.08
2022-11-11 12:52:48.1410,-0.04,0.06,0.0,0.07
2022-11-11 12:52:48.1440,-0.04,0.06,0.0,0.07
2022-11-11 12:52:48.1450,-0.06,0.06,0.0,0.08
2022-11-11 12:52:48.1510,-0.07,0.06,0.0,0.09
2022-11-11 12:52:48.1550,-0.06,0.07,-0.01,0.09
2022-11-11 12:52:48.1670,-0.06,0.06,-0.01,0.08
2022-11-11 12:52:48.1700,-0.06,0.06,-0.01,0.08
2022-11-11 12:52:48.1710,-0.07,0.07,-0.02,0.1
2022-11-11 12:52:48.1750,-0.05,0.07,-0.02,0.08
2022-11-11 12:52:48.1840,-0.03,0.07,-0.01,0.07
2022-11-11 12:52:48.2380,-0.02,0.06,-0.01,0.06
2022-11-11 12:52:48.2410,-0.02,0.06,0.0,0.06
2022-11-11 12:52:48.2440,-0.03,0.07,0.01,0.07
2022-11-11 12:52:48.2520,-0.03,0.06,0.01,0.06
2022-11-11 12:52:48.2550,-0.05,0.05,0.01,0.07
2022-11-11 12:52:48.2580,-0.05,0.06,0.01,0.07
2022-11-11 12:52:48.2600,-0.04,0.07,0.0,0.08
2022-11-11 12:52:48.2640,-0.05,0.06,-0.01,0.07
2022-11-11 12:52:48.2680,-0.05,0.05,-0.01,0.07
2022-11-11 12:52:48.2710,-0.03,0.06,-0.02,0.06
2022-11-11 12:52:48.3250,-0.04,0.06,-0.01,0.07
2022-11-11 12:52:48.3280,-0.05,0.06,0.0,0.07
2022-11-11 12:52:48.3320,-0.07,0.07,0.02,0.1
2022-11-11 12:52:48.3370,-0.09,0.06,0.03,0.11
2022-11-11 12:52:48.3510,-0.09,0.06,0.02,0.1
2022-11-11 12:52:48.3540,-0.09,0.06,0.01,0.1
2022-11-11 12:52:48.3660,-0.06,0.05,0.01,0.07
2022-11-11 12:52:48.3690,-0.04,0.06,0.0,0.07
2022-11-11 12:52:48.3720,-0.03,0.07,-0.01,0.07
2022-11-11 12:52:48.3830,-0.04,0.07,0.0,0.08
2022-11-11 12:52:48.4370,-0.02,0.07,0.0,0.07
2022-11-11 12:52:48.4400,-0.03,0.05,0.01,0.05
2022-11-11 12:52:48.4510,-0.04,0.05,0.02,0.06
2022-11-11 12:52:48.4550,-0.05,0.06,0.02,0.08
2022-11-11 12:52:48.4680,-0.04,0.07,0.03,0.08
2022-11-11 12:52:48.4710,-0.03,0.08,0.02,0.08
2022-11-11 12:52:48.4830,-0.02,0.07,0.0,0.07
2022-11-11 12:52:48.4860,-0.01,0.06,-0.01,0.06
2022-11-11 12:52:48.5000,-0.02,0.06,0.0,0.06
2022-11-11 12:52:48.5030,-0.01,0.07,-0.02,0.07
2022-11-11 12:52:48.5580,-0.02,0.07,-0.02,0.07
2022-11-11 12:52:48.5610,-0.05,0.06,-0.02,0.08
2022-11-11 12:52:48.5670,-0.07,0.05,0.0,0.08
2022-11-11 12:52:48.5710,-0.08,0.05,0.0,0.09
2022-11-11 12:52:48.5840,-0.07,0.06,-0.01,0.09
2022-11-11 12:52:48.5870,-0.07,0.07,-0.01,0.09
2022-11-11 12:52:48.5890,-0.08,0.06,-0.01,0.1
2022-11-11 12:52:48.5990,-0.08,0.05,-0.01,0.09
2022-11-11 12:52:48.6020,-0.09,0.06,-0.01,0.1
2022-11-11 12:52:48.6160,-0.1,0.07,0.0,0.12
2022-11-11 12:52:48.6710,-0.09,0.07,-0.02,0.11
2022-11-11 12:52:48.6750,-0.08,0.06,-0.02,0.1
2022-11-11 12:52:48.6860,-0.05,0.06,0.0,0.07
2022-11-11 12:52:48.6890,-0.04,0.06,-0.01,0.07
2022-11-11 12:52:48.7000,-0.03,0.07,0.0,0.07
2022-11-11 12:52:48.7040,-0.02,0.08,0.01,0.08
2022-11-11 12:52:48.7170,-0.03,0.07,0.02,0.07
