time,ax,ay,az,atotal
2022-11-13 14:8:55.5960,-1.22,-6.04,0.13,6.16
2022-11-13 14:8:55.6060,-1.86,-5.51,0.54,5.84
2022-11-13 14:8:55.6160,-2.19,-5.2,-0.48,5.66
2022-11-13 14:8:55.6260,-1.57,-5.44,-0.69,5.7
2022-11-13 14:8:55.6360,-0.45,-5.02,0.48,5.06
2022-11-13 14:8:55.6460,1.08,-3.58,1.86,4.17
2022-11-13 14:8:55.6560,2.62,-2.75,2.7,4.66
2022-11-13 14:8:55.6910,4.55,-2.53,4.37,6.79
2022-11-13 14:8:55.6920,5.75,-2.45,6.11,8.74
2022-11-13 14:8:55.6940,5.11,-1.77,6.95,8.8
2022-11-13 14:8:55.6970,4.69,-0.36,6.91,8.35
2022-11-13 14:8:55.7060,5.15,0.76,6.32,8.18
2022-11-13 14:8:55.7160,5.21,1.25,5.3,7.53
2022-11-13 14:8:55.7260,4.56,2.35,4.89,7.08
2022-11-13 14:8:55.7360,4.67,3.5,4.29,7.24
2022-11-13 14:8:55.7460,5.43,3.59,3.74,7.5
2022-11-13 14:8:55.7560,6.35,3.66,3.87,8.28
2022-11-13 14:8:55.7910,7.22,4.06,4.32,9.34
2022-11-13 14:8:55.7920,8.02,4.39,4.23,10.07
2022-11-13 14:8:55.7940,7.27,4.22,2.81,8.86
2022-11-13 14:8:55.7970,6.14,4.59,1.37,7.78
2022-11-13 14:8:55.8060,5.31,5.07,0.8,7.38
2022-11-13 14:8:55.8160,4.59,5.14,0.11,6.89
2022-11-13 14:8:55.8270,4.23,4.86,-1.15,6.54
2022-11-13 14:8:55.8360,3.77,4.57,-1.69,6.16
2022-11-13 14:8:55.8460,3.15,4.19,-1.98,5.6
2022-11-13 14:8:55.8560,2.16,3.46,-2.28,4.67
2022-11-13 14:8:55.8910,1.52,2.74,-2.05,3.74
2022-11-13 14:8:55.8920,1.02,2.4,-2.3,3.47
2022-11-13 14:8:55.8950,0.6,2.48,-2.74,3.74
2022-11-13 14:8:55.8970,0.42,2.38,-2.79,3.69
2022-11-13 14:8:55.9070,-0.11,1.75,-2.68,3.2
2022-11-13 14:8:55.9160,-0.66,1.57,-2.72,3.2
2022-11-13 14:8:55.9270,-0.78,1.98,-3.21,3.85
2022-11-13 14:8:55.9370,-1.08,2.05,-3.73,4.39
2022-11-13 14:8:55.9470,-1.73,1.14,-3.78,4.31
2022-11-13 14:8:55.9570,-1.96,0.1,-3.44,3.96
2022-11-13 14:8:55.9910,-1.73,-0.51,-3.79,4.19
2022-11-13 14:8:55.9920,-1.44,-1.49,-4.16,4.64
2022-11-13 14:8:55.9930,-1.34,-1.82,-3.48,4.14
2022-11-13 14:8:55.9970,-1.42,-1.69,-2.69,3.47
2022-11-13 14:8:56.0070,-1.1,-0.99,-2.69,3.07
2022-11-13 14:8:56.0170,-0.51,-0.24,-2.6,2.66
2022-11-13 14:8:56.0270,-0.29,0.24,-1.87,1.9
2022-11-13 14:8:56.0370,0.3,0.21,-0.73,0.81
2022-11-13 14:8:56.0470,1.08,-0.16,0.51,1.2
2022-11-13 14:8:56.0570,1.2,-0.38,0.83,1.5
2022-11-13 14:8:56.0920,0.71,0.01,0.83,1.09
2022-11-13 14:8:56.0930,0.67,0.41,0.5,0.93
2022-11-13 14:8:56.0950,0.99,1.7,0.01,1.96
2022-11-13 14:8:56.0970,1.33,2.68,-0.28,3.0
2022-11-13 14:8:56.1070,2.11,2.06,-0.42,2.97
2022-11-13 14:8:56.1170,2.18,1.19,-0.27,2.49
2022-11-13 14:8:56.1270,1.54,0.99,0.32,1.85
2022-11-13 14:8:56.1370,1.35,1.01,0.59,1.78
2022-11-13 14:8:56.1470,1.19,1.21,0.26,1.71
2022-11-13 14:8:56.1570,0.74,1.4,0.36,1.62
2022-11-13 14:8:56.1920,0.19,1.45,0.52,1.55
2022-11-13 14:8:56.1930,-0.2,1.82,0.45,1.88
2022-11-13 14:8:56.1960,-1.13,1.9,0.42,2.25
2022-11-13 14:8:56.1980,-1.87,1.43,0.41,2.38
2022-11-13 14:8:56.2070,-2.02,0.9,0.07,2.21
2022-11-13 14:8:56.2170,-2.07,0.88,-0.14,2.25
2022-11-13 14:8:56.2280,-1.86,0.58,0.0,1.94
2022-11-13 14:8:56.2370,-1.41,0.36,-0.2,1.46
2022-11-13 14:8:56.2480,-1.33,1.41,-0.57,2.02
2022-11-13 14:8:56.2580,-1.61,1.01,-0.84,2.07
2022-11-13 14:8:56.2930,-1.73,-0.15,-0.23,1.75
2022-11-13 14:8:56.2930,-2.21,0.36,0.4,2.27
2022-11-13 14:8:56.2960,-2.2,0.08,0.02,2.2
2022-11-13 14:8:56.2980,-1.65,0.1,-0.18,1.66
2022-11-13 14:8:56.3080,-0.93,0.68,-0.76,1.38
2022-11-13 14:8:56.3180,0.14,0.34,-0.95,1.01
2022-11-13 14:8:56.3280,0.75,-0.32,-0.35,0.88
2022-11-13 14:8:56.3380,0.65,-0.42,-0.23,0.8
2022-11-13 14:8:56.3480,0.26,-0.07,-0.41,0.49
2022-11-13 14:8:56.3580,0.43,-1.19,0.91,1.55
2022-11-13 14:8:56.3930,0.08,-1.91,1.9,2.69
2022-11-13 14:8:56.3940,-0.77,-2.69,1.72,3.28
2022-11-13 14:8:56.3960,-0.51,-2.98,0.67,3.09
2022-11-13 14:8:56.3980,1.07,-3.61,0.01,3.76
2022-11-13 14:8:56.4080,2.37,-4.43,-0.01,5.02
2022-11-13 14:8:56.4180,2.44,-5.01,-0.11,5.57
2022-11-13 14:8:56.4280,2.27,-4.93,-0.5,5.45
2022-11-13 14:8:56.4380,2.27,-4.62,-0.44,5.16
2022-11-13 14:8:56.4480,2.04,-4.65,-0.16,5.08
2022-11-13 14:8:56.4580,1.76,-4.37,-0.19,4.71
2022-11-13 14:8:56.4940,0.88,-3.47,-0.28,3.59
2022-11-13 14:8:56.4940,0.54,-2.71,-0.39,2.79
2022-11-13 14:8:56.4970,0.73,-2.4,-0.23,2.51
2022-11-13 14:8:56.4990,0.87,-2.23,0.09,2.39
2022-11-13 14:8:56.5080,1.11,-2.11,0.25,2.39
2022-11-13 14:8:56.5180,0.96,-1.79,0.72,2.15
2022-11-13 14:8:56.5280,0.69,-1.3,0.73,1.64
2022-11-13 14:8:56.5380,0.58,-0.62,0.57,1.02
2022-11-13 14:8:56.5480,0.32,0.01,0.83,0.88
2022-11-13 14:8:56.5590,0.24,0.82,1.51,1.73
2022-11-13 14:8:56.5930,0.22,2.05,2.96,3.6
2022-11-13 14:8:56.5940,-0.21,2.4,2.26,3.3
2022-11-13 14:8:56.5960,-0.36,2.34,0.43,2.4
2022-11-13 14:8:56.5990,-0.33,3.52,-0.65,3.59
2022-11-13 14:8:56.6090,-0.12,5.86,-1.26,5.99
2022-11-13 14:8:56.6190,-0.42,6.19,-1.38,6.35
2022-11-13 14:8:56.6290,-0.87,5.23,-1.21,5.43
2022-11-13 14:8:56.6390,-0.92,4.4,-1.26,4.66
2022-11-13 14:8:56.6490,-1.07,3.49,-1.22,3.84
2022-11-13 14:8:56.6590,-1.76,2.11,-0.84,2.87
2022-11-13 14:8:56.6940,-1.79,0.48,-0.14,1.85
2022-11-13 14:8:56.6950,-1.34,-0.54,0.48,1.52
2022-11-13 14:8:56.6970,-1.15,-1.34,0.88,1.97
2022-11-13 14:8:56.7000,-1.29,-1.32,1.25,2.22
2022-11-13 14:8:56.7090,-1.65,-1.13,1.0,2.23
2022-11-13 14:8:56.7190,-1.74,-1.03,0.26,2.03
2022-11-13 14:8:56.7290,-1.45,-0.68,-0.25,1.62
2022-11-13 14:8:56.7390,-1.11,-0.71,-0.5,1.4
2022-11-13 14:8:56.7490,-0.64,-0.87,-0.39,1.14
2022-11-13 14:8:56.7590,-0.18,-1.04,-0.04,1.05
2022-11-13 14:8:56.7940,0.28,-1.32,0.2,1.36
2022-11-13 14:8:56.7950,0.48,-1.6,0.04,1.67
2022-11-13 14:8:56.7970,0.47,-1.83,-0.26,1.9
2022-11-13 14:8:56.8000,0.34,-1.74,-0.6,1.87
2022-11-13 14:8:56.8090,0.19,-1.41,-1.03,1.75
2022-11-13 14:8:56.8190,0.15,-1.14,-1.49,1.88
2022-11-13 14:8:56.8290,0.19,-0.93,-1.29,1.6
2022-11-13 14:8:56.8390,0.38,-0.73,-0.6,1.01
2022-11-13 14:8:56.8490,1.12,-0.62,0.12,1.28
2022-11-13 14:8:56.8590,0.96,-0.7,0.48,1.28
2022-11-13 14:8:56.8940,0.45,-0.52,0.41,0.8
2022-11-13 14:8:56.8950,0.26,0.11,0.11,0.3
2022-11-13 14:8:56.8970,-0.09,0.54,-0.02,0.54
2022-11-13 14:8:56.9000,-0.33,0.99,-0.08,1.04
2022-11-13 14:8:56.9090,-0.52,1.59,-0.12,1.67
2022-11-13 14:8:56.9200,-0.31,1.63,-0.14,1.66
2022-11-13 14:8:56.9300,0.31,1.6,0.09,1.63
2022-11-13 14:8:56.9400,0.57,1.4,0.45,1.57
2022-11-13 14:8:56.9500,-0.06,1.46,0.9,1.71
2022-11-13 14:8:56.9600,-0.77,1.49,1.59,2.31
2022-11-13 14:8:56.9960,1.49,0.4,2.1,2.6
2022-11-13 14:8:56.9960,2.4,-0.16,2.07,3.17
2022-11-13 14:8:56.9990,2.96,0.21,1.93,3.53
2022-11-13 14:8:57.0010,2.18,0.89,1.39,2.73
2022-11-13 14:8:57.0100,1.23,1.39,0.91,2.06
2022-11-13 14:8:57.0200,0.38,1.7,-0.11,1.74
2022-11-13 14:8:57.0300,-0.22,0.84,-1.88,2.07
2022-11-13 14:8:57.0400,-0.76,-1.95,-3.96,4.47
2022-11-13 14:8:57.0500,-1.84,-4.66,-4.28,6.58
2022-11-13 14:8:57.0600,-1.98,-4.82,-1.91,5.54
2022-11-13 14:8:57.1000,-0.99,-2.81,0.53,3.02
2022-11-13 14:8:57.1010,0.08,-0.25,1.31,1.33
2022-11-13 14:8:57.1030,0.9,1.48,0.57,1.82
2022-11-13 14:8:57.1030,1.7,2.25,-0.45,2.85
2022-11-13 14:8:57.1100,2.06,2.41,-0.73,3.25
2022-11-13 14:8:57.1200,1.47,2.19,-0.35,2.66
2022-11-13 14:8:57.1300,-0.35,2.18,0.21,2.21
2022-11-13 14:8:57.1400,-2.25,2.83,0.96,3.74
2022-11-13 14:8:57.1500,-2.7,3.85,1.54,4.94
2022-11-13 14:8:57.1600,-2.0,4.51,1.48,5.15
2022-11-13 14:8:57.1990,-1.54,4.88,1.44,5.31
2022-11-13 14:8:57.2000,-1.1,5.08,1.51,5.41
2022-11-13 14:8:57.2020,-0.4,5.3,1.68,5.57
2022-11-13 14:8:57.2040,-0.25,5.02,0.5,5.05
2022-11-13 14:8:57.2100,-0.92,3.17,-2.66,4.23
2022-11-13 14:8:57.2230,-1.49,0.39,-3.31,3.65
2022-11-13 14:8:57.2300,0.22,-1.71,-0.77,1.88
2022-11-13 14:8:57.2400,1.71,-2.67,1.55,3.52
2022-11-13 14:8:57.2500,2.13,-1.85,0.92,2.96
2022-11-13 14:8:57.2610,1.53,-0.01,-1.5,2.14
2022-11-13 14:8:57.3000,0.74,1.5,-1.96,2.57
2022-11-13 14:8:57.3010,0.02,2.51,-1.43,2.88
2022-11-13 14:8:57.3030,-0.78,3.2,-1.5,3.61
2022-11-13 14:8:57.3040,-1.43,3.21,-0.97,3.64
2022-11-13 14:8:57.3220,-1.16,3.04,-0.18,3.25
2022-11-13 14:8:57.3230,-0.8,2.16,0.16,2.3
2022-11-13 14:8:57.3310,-1.79,-0.48,-0.35,1.88
2022-11-13 14:8:57.3410,-1.92,-3.23,1.28,3.96
2022-11-13 14:8:57.3510,-0.37,-4.92,1.78,5.24
2022-11-13 14:8:57.3610,0.58,-5.59,0.88,5.68
2022-11-13 14:8:57.4000,0.08,-4.08,0.94,4.18
2022-11-13 14:8:57.4010,-0.83,-1.38,0.7,1.75
2022-11-13 14:8:57.4030,-0.65,-0.84,0.43,1.14
2022-11-13 14:8:57.4040,-1.21,0.43,-0.54,1.39
2022-11-13 14:8:57.4110,-2.13,1.05,-1.04,2.59
2022-11-13 14:8:57.4210,-2.82,1.25,-1.39,3.38
2022-11-13 14:8:57.4310,-2.4,1.71,-1.72,3.41
2022-11-13 14:8:57.4410,-1.5,1.61,-1.56,2.69
2022-11-13 14:8:57.4510,-1.08,-0.2,-0.77,1.34
2022-11-13 14:8:57.4610,-0.44,-2.39,0.39,2.46
2022-11-13 14:8:57.5010,0.02,-3.49,1.02,3.63
2022-11-13 14:8:57.5020,-0.12,-2.78,0.76,2.88
2022-11-13 14:8:57.5030,0.51,-1.48,0.58,1.66
2022-11-13 14:8:57.5040,0.8,-1.17,0.87,1.66
2022-11-13 14:8:57.5230,0.9,-1.52,1.07,2.06
2022-11-13 14:8:57.5240,1.17,-1.44,0.47,1.91
2022-11-13 14:8:57.5310,0.67,-1.14,-0.89,1.59
2022-11-13 14:8:57.5410,0.34,-1.62,-1.31,2.11
2022-11-13 14:8:57.5510,0.33,-2.22,-0.82,2.38
2022-11-13 14:8:57.5620,0.35,-2.61,-0.52,2.68
2022-11-13 14:8:57.6000,0.2,-2.84,-0.36,2.86
2022-11-13 14:8:57.6020,0.24,-2.7,-0.39,2.73
2022-11-13 14:8:57.6030,0.27,-2.32,0.07,2.33
2022-11-13 14:8:57.6040,0.36,-1.53,0.31,1.6
2022-11-13 14:8:57.6230,0.38,-1.0,0.32,1.11
2022-11-13 14:8:57.6240,0.92,-0.11,0.44,1.02
2022-11-13 14:8:57.6320,-0.66,-0.41,0.88,1.17
2022-11-13 14:8:57.6420,-2.51,-1.38,0.98,3.02
2022-11-13 14:8:57.6520,-2.32,-1.32,0.77,2.77
2022-11-13 14:8:57.6620,-1.8,-0.76,-0.59,2.04
2022-11-13 14:8:57.7000,-1.74,-0.49,-1.98,2.68
2022-11-13 14:8:57.7020,-1.69,-0.07,-2.83,3.29
2022-11-13 14:8:57.7030,-1.05,0.18,-2.65,2.85
2022-11-13 14:8:57.7040,-0.58,0.04,-1.49,1.59
2022-11-13 14:8:57.7240,-0.17,-0.04,-0.18,0.25
2022-11-13 14:8:57.7240,0.46,0.17,1.14,1.24
2022-11-13 14:8:57.7320,1.0,0.78,1.4,1.88
2022-11-13 14:8:57.7420,1.45,1.82,0.79,2.45
2022-11-13 14:8:57.7520,2.05,2.73,0.27,3.42
2022-11-13 14:8:57.7620,0.93,2.09,0.04,2.28
2022-11-13 14:8:57.8020,-0.1,1.22,-0.17,1.23
2022-11-13 14:8:57.8030,-0.49,1.04,-0.09,1.15
2022-11-13 14:8:57.8040,-0.77,1.11,0.17,1.36
2022-11-13 14:8:57.8050,-0.64,1.23,0.3,1.41
2022-11-13 14:8:57.8120,-0.3,1.49,0.1,1.52
2022-11-13 14:8:57.8220,0.24,2.21,-0.2,2.23
2022-11-13 14:8:57.8320,0.78,3.28,-0.25,3.38
2022-11-13 14:8:57.8420,0.94,3.68,-0.18,3.8
2022-11-13 14:8:57.8520,0.22,2.87,-0.24,2.88
2022-11-13 14:8:57.8620,-0.65,1.65,-0.37,1.81
2022-11-13 14:8:57.9010,-0.92,0.64,-0.53,1.23
2022-11-13 14:8:57.9030,-0.67,0.19,-0.5,0.85
2022-11-13 14:8:57.9040,-0.56,-0.39,0.33,0.75
2022-11-13 14:8:57.9050,0.05,-0.76,0.75,1.06
2022-11-13 14:8:57.9120,0.65,-0.94,-0.05,1.14
2022-11-13 14:8:57.9220,0.43,-1.83,-0.87,2.07
2022-11-13 14:8:57.9320,0.08,-2.15,-1.29,2.5
2022-11-13 14:8:57.9420,0.14,-2.4,-1.19,2.68
2022-11-13 14:8:57.9530,-0.27,-2.4,-0.65,2.5
2022-11-13 14:8:57.9630,-0.41,-2.34,0.04,2.37
2022-11-13 14:8:58.0020,-0.1,-2.31,0.4,2.34
2022-11-13 14:8:58.0030,-0.06,-1.92,-0.06,1.92
2022-11-13 14:8:58.0040,-0.14,-1.23,-0.22,1.25
2022-11-13 14:8:58.0050,-0.06,-0.87,0.2,0.89
2022-11-13 14:8:58.0130,-0.07,-0.6,0.46,0.75
2022-11-13 14:8:58.0230,-0.2,-0.32,0.47,0.6
2022-11-13 14:8:58.0330,-0.41,-0.4,0.17,0.59
2022-11-13 14:8:58.0430,-0.45,-0.46,-0.25,0.69
2022-11-13 14:8:58.0530,-0.5,-0.19,-0.76,0.92
2022-11-13 14:8:58.0630,-0.66,-0.02,-0.69,0.95
2022-11-13 14:8:58.1020,-0.52,0.17,-0.43,0.69
2022-11-13 14:8:58.1040,-0.33,0.2,-0.49,0.62
2022-11-13 14:8:58.1050,-0.27,-0.65,-0.41,0.81
2022-11-13 14:8:58.1050,-0.2,-1.5,-0.16,1.52
2022-11-13 14:8:58.1130,-0.15,-1.57,0.17,1.58
2022-11-13 14:8:58.1230,0.04,-1.22,0.29,1.25
2022-11-13 14:8:58.1330,0.13,-0.74,0.16,0.76
2022-11-13 14:8:58.1430,0.15,-0.29,0.14,0.35
2022-11-13 14:8:58.1530,0.25,0.13,0.05,0.28
2022-11-13 14:8:58.1630,0.48,0.35,-0.2,0.62
2022-11-13 14:8:58.2020,0.44,0.55,-0.16,0.72
2022-11-13 14:8:58.2040,1.38,1.61,-0.3,2.14
2022-11-13 14:8:58.2050,1.56,1.93,-0.15,2.48
2022-11-13 14:8:58.2060,2.36,2.52,0.16,3.45
2022-11-13 14:8:58.2130,2.37,2.36,0.21,3.35
2022-11-13 14:8:58.2230,1.55,1.71,0.23,2.31
2022-11-13 14:8:58.2330,1.49,1.72,-0.02,2.27
2022-11-13 14:8:58.2430,1.54,1.82,-0.49,2.43
2022-11-13 14:8:58.2530,1.5,1.92,-0.95,2.61
2022-11-13 14:8:58.2640,1.17,1.68,-0.76,2.18
2022-11-13 14:8:58.3040,0.34,0.66,0.29,0.79
2022-11-13 14:8:58.3060,-0.48,-0.55,1.25,1.44
2022-11-13 14:8:58.3070,0.01,-0.65,1.25,1.4
2022-11-13 14:8:58.3070,0.71,-0.4,0.8,1.14
2022-11-13 14:8:58.3130,0.69,-0.33,0.22,0.79
2022-11-13 14:8:58.3240,0.45,-0.39,-0.37,0.7
2022-11-13 14:8:58.3340,0.04,-0.54,-0.85,1.0
2022-11-13 14:8:58.3440,-0.4,-0.59,-1.08,1.29
2022-11-13 14:8:58.3540,-0.89,-0.5,-1.04,1.45
2022-11-13 14:8:58.3640,-1.21,-0.27,-0.67,1.4
2022-11-13 14:8:58.4050,-0.9,0.25,-0.09,0.93
2022-11-13 14:8:58.4070,-1.0,0.58,0.29,1.19
2022-11-13 14:8:58.4070,-2.38,0.35,-0.02,2.4
2022-11-13 14:8:58.4230,-3.41,0.03,-0.35,3.42
2022-11-13 14:8:58.4250,-3.44,-0.23,-0.1,3.44
2022-11-13 14:8:58.4270,-2.54,-0.36,0.59,2.63
2022-11-13 14:8:58.4340,-0.89,-0.14,0.8,1.2
2022-11-13 14:8:58.4440,0.24,-0.08,0.29,0.38
2022-11-13 14:8:58.4540,0.58,-0.26,-0.17,0.65
2022-11-13 14:8:58.4640,0.36,-0.57,-0.23,0.71
2022-11-13 14:8:58.5050,0.14,-0.62,-0.25,0.68
2022-11-13 14:8:58.5070,0.04,-0.45,-0.17,0.48
2022-11-13 14:8:58.5070,-0.05,-0.24,-0.09,0.26
2022-11-13 14:8:58.5230,-0.05,0.01,-0.29,0.29
2022-11-13 14:8:58.5240,-0.07,0.16,-0.6,0.62
2022-11-13 14:8:58.5250,-0.17,0.12,-0.73,0.75
2022-11-13 14:8:58.5340,-0.24,0.02,-0.67,0.71
2022-11-13 14:8:58.5440,-0.23,-0.04,-0.45,0.5
2022-11-13 14:8:58.5540,-0.2,-0.05,-0.26,0.33
2022-11-13 14:8:58.5640,-0.21,-0.05,-0.15,0.26
2022-11-13 14:8:58.6050,-0.2,-0.01,-0.04,0.2
2022-11-13 14:8:58.6060,-0.16,0.01,0.06,0.17
2022-11-13 14:8:58.6070,-0.13,-0.01,0.13,0.18
2022-11-13 14:8:58.6230,-0.11,-0.01,0.16,0.19
2022-11-13 14:8:58.6240,-0.07,-0.02,0.05,0.08
2022-11-13 14:8:58.6260,-0.04,-0.02,-0.15,0.15
2022-11-13 14:8:58.6340,-0.06,-0.07,-0.33,0.34
2022-11-13 14:8:58.6450,-0.03,-0.11,-0.41,0.42
2022-11-13 14:8:58.6550,-0.03,-0.14,-0.39,0.41
2022-11-13 14:8:58.6640,-0.03,-0.1,-0.31,0.32
2022-11-13 14:8:58.7050,-0.02,-0.03,-0.19,0.19
2022-11-13 14:8:58.7060,-0.02,0.02,-0.16,0.16
2022-11-13 14:8:58.7070,0.03,0.07,-0.14,0.15
2022-11-13 14:8:58.7230,0.04,0.14,-0.04,0.15
2022-11-13 14:8:58.7240,0.02,0.18,0.05,0.18
2022-11-13 14:8:58.7270,0.03,0.18,0.06,0.19
2022-11-13 14:8:58.7350,0.01,0.12,0.02,0.12
2022-11-13 14:8:58.7450,-0.06,0.06,0.01,0.08
2022-11-13 14:8:58.7550,-0.11,0.03,-0.02,0.11
2022-11-13 14:8:58.7650,-0.17,0.02,-0.07,0.18
2022-11-13 14:8:58.8050,-0.27,0.04,-0.11,0.29
2022-11-13 14:8:58.8070,-0.27,0.14,-0.18,0.35
2022-11-13 14:8:58.8080,-0.15,0.23,-0.12,0.29
2022-11-13 14:8:58.8230,-0.08,0.2,-0.09,0.23
2022-11-13 14:8:58.8240,-0.02,0.08,-0.23,0.24
2022-11-13 14:8:58.8250,0.03,-0.04,-0.4,0.4
2022-11-13 14:8:58.8350,0.1,-0.12,-0.42,0.44
2022-11-13 14:8:58.8450,0.11,-0.18,-0.25,0.32
2022-11-13 14:8:58.8550,0.1,-0.14,-0.09,0.19
2022-11-13 14:8:58.8650,0.04,-0.01,-0.07,0.08
2022-11-13 14:8:58.9050,-0.04,0.11,-0.03,0.12
2022-11-13 14:8:58.9070,-0.11,0.19,0.09,0.23
2022-11-13 14:8:58.9080,-0.16,0.2,0.15,0.29
2022-11-13 14:8:58.9230,-0.2,0.14,0.1,0.26
2022-11-13 14:8:58.9240,-0.25,0.08,0.04,0.26
2022-11-13 14:8:58.9250,-0.27,0.04,-0.07,0.28
2022-11-13 14:8:58.9350,-0.27,0.0,-0.14,0.3
2022-11-13 14:8:58.9450,-0.19,0.02,-0.19,0.26
2022-11-13 14:8:58.9560,-0.1,0.05,-0.29,0.31
2022-11-13 14:8:58.9650,-0.02,0.07,-0.37,0.37
2022-11-13 14:8:59.0060,0.03,0.1,-0.37,0.38
2022-11-13 14:8:59.0070,0.03,0.08,-0.29,0.3
2022-11-13 14:8:59.0080,0.01,0.08,-0.17,0.18
2022-11-13 14:8:59.0230,-0.06,0.08,-0.06,0.11
2022-11-13 14:8:59.0240,-0.11,0.13,0.01,0.17
2022-11-13 14:8:59.0250,-0.15,0.13,0.02,0.19
