time,ax,ay,az,atotal
2022-11-15 21:20:43.2500,0.1,0.03,0.99,0.99
2022-11-15 21:20:43.2510,0.28,0.04,0.58,0.64
2022-11-15 21:20:43.2520,0.68,0.07,-0.25,0.72
2022-11-15 21:20:43.2540,0.44,0.07,-0.29,0.53
2022-11-15 21:20:43.2560,-0.14,0.14,0.09,0.21
2022-11-15 21:20:43.2580,-0.08,0.39,-0.23,0.45
2022-11-15 21:20:43.2680,0.07,0.54,-0.64,0.84
2022-11-15 21:20:43.2780,0.18,0.51,-0.64,0.83
2022-11-15 21:20:43.2890,0.2,0.41,-0.59,0.74
2022-11-15 21:20:43.2980,0.16,0.28,-0.64,0.71
2022-11-15 21:20:43.3500,0.14,0.19,-0.73,0.76
2022-11-15 21:20:43.3520,0.22,0.12,-0.78,0.81
2022-11-15 21:20:43.3530,0.38,0.06,-0.57,0.68
2022-11-15 21:20:43.3540,0.59,-0.03,-0.51,0.78
2022-11-15 21:20:43.3550,0.71,0.0,-0.65,0.96
2022-11-15 21:20:43.3700,0.61,0.1,-0.74,0.96
2022-11-15 21:20:43.3710,0.61,0.11,-0.7,0.93
2022-11-15 21:20:43.3790,0.76,0.08,-0.76,1.07
2022-11-15 21:20:43.3890,0.79,0.08,-0.83,1.14
2022-11-15 21:20:43.3990,0.66,0.15,-0.83,1.07
2022-11-15 21:20:43.4490,0.33,0.22,-0.86,0.94
2022-11-15 21:20:43.4500,0.06,0.2,-0.8,0.82
2022-11-15 21:20:43.4510,0.0,0.14,-0.75,0.76
2022-11-15 21:20:43.4520,0.17,0.07,-1.06,1.07
2022-11-15 21:20:43.4530,0.38,0.03,-1.47,1.51
2022-11-15 21:20:43.4690,0.45,-0.06,-1.73,1.78
2022-11-15 21:20:43.4700,0.56,-0.15,-1.81,1.9
2022-11-15 21:20:43.4790,0.62,-0.22,-1.83,1.94
2022-11-15 21:20:43.4890,0.93,-0.34,-1.52,1.81
2022-11-15 21:20:43.4990,1.82,-0.54,-1.2,2.24
2022-11-15 21:20:43.5500,2.08,-0.47,-1.32,2.5
2022-11-15 21:20:43.5510,1.95,-0.18,-1.51,2.47
2022-11-15 21:20:43.5530,1.24,-0.03,-1.73,2.12
2022-11-15 21:20:43.5560,0.4,-0.1,-1.48,1.53
2022-11-15 21:20:43.5580,-0.13,-0.27,-0.93,0.97
2022-11-15 21:20:43.5600,-0.44,-0.37,-0.43,0.71
2022-11-15 21:20:43.5690,-0.12,-0.37,-0.4,0.55
2022-11-15 21:20:43.5790,0.51,-0.43,-0.7,0.96
2022-11-15 21:20:43.5890,1.08,-0.61,-0.53,1.34
2022-11-15 21:20:43.5990,1.59,-0.76,-0.2,1.77
2022-11-15 21:20:43.6500,1.84,-0.7,-0.17,1.97
2022-11-15 21:20:43.6510,1.84,-0.5,-0.52,1.97
2022-11-15 21:20:43.6540,1.76,-0.29,-0.89,1.99
2022-11-15 21:20:43.6550,1.59,-0.24,-0.87,1.82
2022-11-15 21:20:43.6580,1.11,-0.22,-0.52,1.24
2022-11-15 21:20:43.6600,0.6,-0.48,0.04,0.76
2022-11-15 21:20:43.6690,0.58,-0.54,0.21,0.81
2022-11-15 21:20:43.6800,0.85,-0.46,-0.38,1.03
2022-11-15 21:20:43.6900,1.21,-0.63,-0.81,1.58
2022-11-15 21:20:43.6990,1.61,-1.04,-0.49,1.97
2022-11-15 21:20:43.7500,1.93,-1.43,0.16,2.4
2022-11-15 21:20:43.7510,1.98,-1.27,0.63,2.43
2022-11-15 21:20:43.7540,1.38,-0.66,0.33,1.56
2022-11-15 21:20:43.7560,0.39,0.0,-0.29,0.48
2022-11-15 21:20:43.7580,-0.62,0.38,-0.5,0.88
2022-11-15 21:20:43.7600,-1.24,0.34,-0.33,1.32
2022-11-15 21:20:43.7700,-1.16,0.12,-0.33,1.21
2022-11-15 21:20:43.7800,-0.77,-0.05,-0.72,1.05
2022-11-15 21:20:43.7900,-0.5,-0.17,-1.03,1.15
2022-11-15 21:20:43.8000,-0.51,-0.25,-0.65,0.86
2022-11-15 21:20:43.8510,-0.68,-0.26,0.19,0.75
2022-11-15 21:20:43.8520,-0.92,-0.41,0.36,1.06
2022-11-15 21:20:43.8540,-0.75,-0.85,0.14,1.14
2022-11-15 21:20:43.8570,-0.36,-1.4,0.22,1.46
2022-11-15 21:20:43.8590,-0.1,-1.73,0.34,1.76
2022-11-15 21:20:43.8610,0.61,-1.93,0.81,2.18
2022-11-15 21:20:43.8700,1.18,-1.64,0.65,2.12
2022-11-15 21:20:43.8800,0.68,-1.47,-0.8,1.8
2022-11-15 21:20:43.8900,-0.37,-1.49,-1.57,2.19
2022-11-15 21:20:43.9000,-0.64,-1.31,-0.95,1.74
2022-11-15 21:20:43.9520,-0.56,-1.23,-0.11,1.35
2022-11-15 21:20:43.9540,-0.9,-1.79,-0.47,2.05
2022-11-15 21:20:43.9540,-1.24,-2.54,-0.96,2.98
2022-11-15 21:20:43.9550,-1.62,-3.12,-0.85,3.61
2022-11-15 21:20:43.9560,-1.92,-3.3,-0.68,3.87
2022-11-15 21:20:43.9710,-1.88,-3.09,-0.74,3.69
2022-11-15 21:20:43.9710,-1.54,-2.63,-0.69,3.12
2022-11-15 21:20:43.9800,-1.25,-2.26,-0.39,2.61
2022-11-15 21:20:43.9900,-1.17,-2.18,0.11,2.47
2022-11-15 21:20:44.0000,-1.21,-2.24,0.5,2.59
2022-11-15 21:20:44.0520,-1.32,-2.37,0.66,2.79
2022-11-15 21:20:44.0530,-1.63,-2.48,0.79,3.07
2022-11-15 21:20:44.0550,-1.57,-2.44,0.82,3.01
2022-11-15 21:20:44.0580,-1.15,-2.38,0.99,2.82
2022-11-15 21:20:44.0600,-0.77,-2.26,1.52,2.83
2022-11-15 21:20:44.0620,-0.61,-2.05,1.76,2.76
2022-11-15 21:20:44.0710,-0.63,-1.83,1.78,2.62
2022-11-15 21:20:44.0810,-0.86,-1.45,1.78,2.45
2022-11-15 21:20:44.0910,-1.06,-1.0,1.65,2.2
2022-11-15 21:20:44.1010,-1.18,-0.6,1.82,2.25
2022-11-15 21:20:44.1520,-1.32,-0.35,2.01,2.43
2022-11-15 21:20:44.1530,-1.31,-0.17,2.37,2.71
2022-11-15 21:20:44.1540,-1.05,-0.08,2.97,3.15
2022-11-15 21:20:44.1560,-0.76,-0.21,3.44,3.52
2022-11-15 21:20:44.1580,-0.75,-0.3,4.02,4.1
2022-11-15 21:20:44.1610,-0.93,0.05,4.62,4.71
2022-11-15 21:20:44.1710,-0.95,0.82,4.66,4.82
2022-11-15 21:20:44.1810,-0.72,1.68,4.08,4.47
2022-11-15 21:20:44.1910,-0.49,2.55,3.47,4.33
2022-11-15 21:20:44.2010,-0.21,3.47,2.91,4.53
2022-11-15 21:20:44.2510,0.03,4.02,2.61,4.79
2022-11-15 21:20:44.2520,0.04,4.21,2.53,4.91
2022-11-15 21:20:44.2530,0.08,4.14,2.64,4.91
2022-11-15 21:20:44.2550,0.4,3.96,3.27,5.15
2022-11-15 21:20:44.2570,0.68,3.93,4.19,5.78
2022-11-15 21:20:44.2610,0.86,4.12,4.47,6.13
2022-11-15 21:20:44.2710,1.03,4.32,4.17,6.09
2022-11-15 21:20:44.2810,1.23,4.55,3.81,6.06
2022-11-15 21:20:44.2910,1.16,4.75,3.45,5.98
2022-11-15 21:20:44.3010,0.92,4.82,2.97,5.73
2022-11-15 21:20:44.3500,0.82,4.71,2.53,5.4
2022-11-15 21:20:44.3510,0.58,4.43,2.52,5.12
2022-11-15 21:20:44.3520,0.31,3.98,2.67,4.8
2022-11-15 21:20:44.3540,0.15,3.26,2.68,4.22
2022-11-15 21:20:44.3570,0.02,2.37,2.94,3.77
2022-11-15 21:20:44.3610,0.14,1.56,3.23,3.58
2022-11-15 21:20:44.3720,0.4,0.87,3.31,3.44
2022-11-15 21:20:44.3820,0.61,0.5,2.97,3.07
2022-11-15 21:20:44.3920,0.88,0.5,2.22,2.43
2022-11-15 21:20:44.4020,1.02,0.48,1.4,1.79
2022-11-15 21:20:44.4500,0.97,0.39,0.93,1.39
