time,ax,ay,az,atotal
2022-11-11 12:38:49.0560,-0.09,0.01,0.34,0.35
2022-11-11 12:38:49.0630,0.21,-0.04,0.35,0.41
2022-11-11 12:38:49.0680,0.39,-0.01,0.24,0.45
2022-11-11 12:38:49.0820,0.28,0.06,0.08,0.29
2022-11-11 12:38:49.1330,0.05,0.12,-0.01,0.13
2022-11-11 12:38:49.1360,-0.01,0.09,0.01,0.09
2022-11-11 12:38:49.1480,-0.05,0.04,0.08,0.1
2022-11-11 12:38:49.1510,-0.17,0.01,0.12,0.2
2022-11-11 12:38:49.1640,-0.2,0.04,0.09,0.22
2022-11-11 12:38:49.1680,-0.01,0.0,0.13,0.13
2022-11-11 12:38:49.1800,-0.01,-0.1,0.14,0.17
2022-11-11 12:38:49.1830,-0.05,-0.13,0.25,0.28
2022-11-11 12:38:49.1970,0.02,-0.07,0.23,0.24
2022-11-11 12:38:49.2000,-0.03,0.03,0.15,0.15
2022-11-11 12:38:49.2520,0.03,0.17,0.04,0.17
2022-11-11 12:38:49.2550,-0.06,0.16,-0.05,0.17
2022-11-11 12:38:49.2650,-0.2,0.08,0.0,0.21
2022-11-11 12:38:49.2680,-0.13,-0.06,0.15,0.2
2022-11-11 12:38:49.2810,0.07,-0.14,0.16,0.22
2022-11-11 12:38:49.2840,0.24,-0.12,0.08,0.27
2022-11-11 12:38:49.2970,0.21,-0.04,0.11,0.24
2022-11-11 12:38:49.3010,0.11,0.03,0.15,0.18
2022-11-11 12:38:49.3130,-0.04,0.07,0.21,0.22
2022-11-11 12:38:49.3160,-0.04,0.12,0.22,0.25
2022-11-11 12:38:49.3660,-0.08,0.12,0.22,0.26
2022-11-11 12:38:49.3690,-0.05,0.1,0.17,0.2
2022-11-11 12:38:49.3810,0.04,0.07,0.13,0.15
2022-11-11 12:38:49.3850,-0.05,0.01,0.1,0.11
2022-11-11 12:38:49.3970,-0.07,-0.01,0.13,0.14
2022-11-11 12:38:49.4010,0.03,-0.06,0.12,0.13
2022-11-11 12:38:49.4130,0.02,0.01,0.05,0.05
2022-11-11 12:38:49.4160,-0.12,0.1,-0.02,0.15
2022-11-11 12:38:49.4290,-0.22,0.07,0.02,0.23
2022-11-11 12:38:49.4330,-0.12,0.01,0.04,0.12
2022-11-11 12:38:49.4830,-0.03,0.0,0.04,0.05
2022-11-11 12:38:49.4870,-0.05,0.04,0.07,0.09
2022-11-11 12:38:49.4980,-0.03,0.0,0.19,0.19
2022-11-11 12:38:49.5010,0.18,-0.04,0.29,0.34
2022-11-11 12:38:49.5140,0.32,0.05,0.18,0.37
2022-11-11 12:38:49.5170,0.14,0.16,0.03,0.21
2022-11-11 12:38:49.5290,-0.11,0.16,0.04,0.19
2022-11-11 12:38:49.5320,-0.18,0.07,0.02,0.19
2022-11-11 12:38:49.5460,-0.16,-0.03,0.06,0.17
2022-11-11 12:38:49.5490,-0.08,0.0,0.05,0.09
2022-11-11 12:38:49.6010,-0.01,0.03,0.02,0.03
2022-11-11 12:38:49.6040,0.03,-0.01,0.04,0.05
2022-11-11 12:38:49.6140,-0.03,-0.04,0.11,0.12
2022-11-11 12:38:49.6180,-0.1,-0.01,0.08,0.12
2022-11-11 12:38:49.6300,-0.14,0.03,0.05,0.15
2022-11-11 12:38:49.6330,-0.15,0.05,0.12,0.19
2022-11-11 12:38:49.6450,-0.06,0.08,0.16,0.18
2022-11-11 12:38:49.6490,0.14,0.05,0.12,0.19
2022-11-11 12:38:49.6620,0.21,0.0,0.09,0.22
2022-11-11 12:38:49.6650,0.23,-0.01,0.14,0.26
2022-11-11 12:38:49.7220,0.23,0.02,0.15,0.27
2022-11-11 12:38:49.7250,0.05,0.07,0.13,0.15
2022-11-11 12:38:49.7310,-0.01,0.08,0.05,0.09
2022-11-11 12:38:49.7340,-0.04,0.01,-0.02,0.04
2022-11-11 12:38:49.7460,-0.14,0.0,0.02,0.14
2022-11-11 12:38:49.7500,-0.2,0.05,0.07,0.21
2022-11-11 12:38:49.7620,-0.11,0.02,0.1,0.15
2022-11-11 12:38:49.7650,0.0,-0.02,0.06,0.06
2022-11-11 12:38:49.7780,0.01,-0.07,0.08,0.1
2022-11-11 12:38:49.7820,0.02,-0.07,0.23,0.24
2022-11-11 12:38:49.8350,0.07,0.06,0.31,0.32
2022-11-11 12:38:49.8380,0.11,0.14,0.18,0.25
2022-11-11 12:38:49.8470,0.0,0.1,0.09,0.13
2022-11-11 12:38:49.8510,-0.04,0.04,0.1,0.11
2022-11-11 12:38:49.8630,-0.01,-0.04,0.17,0.17
2022-11-11 12:38:49.8660,0.07,-0.04,0.15,0.17
2022-11-11 12:38:49.8780,0.2,-0.04,0.11,0.23
2022-11-11 12:38:49.8810,0.25,-0.08,0.06,0.26
2022-11-11 12:38:49.8940,0.21,-0.08,0.06,0.23
2022-11-11 12:38:49.8980,0.16,0.08,0.15,0.23
2022-11-11 12:38:49.9510,0.0,0.16,0.3,0.34
2022-11-11 12:38:49.9540,-0.07,0.12,0.29,0.32
2022-11-11 12:38:49.9620,-0.08,0.11,0.28,0.31
2022-11-11 12:38:49.9660,-0.21,0.04,0.26,0.33
2022-11-11 12:38:49.9790,-0.15,0.0,0.3,0.33
2022-11-11 12:38:49.9820,-0.06,-0.08,0.2,0.22
2022-11-11 12:38:49.9950,0.01,-0.13,0.1,0.16
2022-11-11 12:38:49.9990,0.06,-0.09,0.14,0.17
2022-11-11 12:38:50.0110,0.05,-0.06,0.13,0.15
2022-11-11 12:38:50.0140,0.02,0.0,0.12,0.12
2022-11-11 12:38:50.0700,-0.04,0.06,0.15,0.16
2022-11-11 12:38:50.0730,0.04,0.12,0.14,0.18
2022-11-11 12:38:50.0800,0.15,0.09,0.14,0.22
2022-11-11 12:38:50.0830,0.25,0.04,0.11,0.27
2022-11-11 12:38:50.0960,0.37,-0.02,0.17,0.4
2022-11-11 12:38:50.0990,0.48,-0.05,0.29,0.56
2022-11-11 12:38:50.1110,0.39,-0.04,0.28,0.48
2022-11-11 12:38:50.1140,0.21,0.01,0.25,0.32
2022-11-11 12:38:50.1280,-0.01,0.09,0.19,0.21
2022-11-11 12:38:50.1310,-0.1,0.11,0.1,0.17
2022-11-11 12:38:50.1870,-0.18,0.05,0.13,0.22
2022-11-11 12:38:50.1900,-0.23,-0.04,0.13,0.26
2022-11-11 12:38:50.1960,-0.17,-0.09,0.1,0.21
2022-11-11 12:38:50.2000,-0.24,-0.09,0.01,0.25
2022-11-11 12:38:50.2120,-0.23,-0.02,0.0,0.23
2022-11-11 12:38:50.2160,-0.14,0.02,0.0,0.14
2022-11-11 12:38:50.2270,-0.09,0.0,0.12,0.15
2022-11-11 12:38:50.2310,0.0,-0.01,0.41,0.41
2022-11-11 12:38:50.2440,0.1,-0.07,0.46,0.47
2022-11-11 12:38:50.2470,0.12,-0.13,0.46,0.49
2022-11-11 12:38:50.3040,0.18,-0.04,0.55,0.58
2022-11-11 12:38:50.3080,0.15,0.06,0.47,0.49
2022-11-11 12:38:50.3130,-0.01,0.05,0.33,0.33
2022-11-11 12:38:50.3170,-0.15,0.09,0.26,0.31
2022-11-11 12:38:50.3290,-0.22,0.12,0.02,0.25
2022-11-11 12:38:50.3320,-0.25,0.13,-0.04,0.28
2022-11-11 12:38:50.3440,-0.33,0.15,0.18,0.4
2022-11-11 12:38:50.3470,-0.44,0.14,0.22,0.51
2022-11-11 12:38:50.3600,-0.4,0.12,0.07,0.42
2022-11-11 12:38:50.3640,-0.36,0.05,0.15,0.39
2022-11-11 12:38:50.4220,-0.35,0.04,0.26,0.43
2022-11-11 12:38:50.4270,0.05,0.12,0.37,0.39
2022-11-11 12:38:50.4310,0.36,0.13,0.49,0.62
2022-11-11 12:38:50.4450,0.31,0.11,0.33,0.46
2022-11-11 12:38:50.4490,0.17,0.08,0.16,0.24
2022-11-11 12:38:50.4600,-0.08,-0.02,0.04,0.09
2022-11-11 12:38:50.4640,-0.2,-0.05,-0.08,0.22
2022-11-11 12:38:50.4770,-0.09,0.0,-0.12,0.15
2022-11-11 12:38:50.4800,-0.05,0.01,0.06,0.07
2022-11-11 12:38:50.4930,-0.03,0.04,0.11,0.12
2022-11-11 12:38:50.5530,0.2,0.1,0.12,0.25
2022-11-11 12:38:50.5570,0.31,0.15,0.2,0.39
2022-11-11 12:38:50.5620,0.17,0.1,0.15,0.24
2022-11-11 12:38:50.5660,-0.14,0.05,0.2,0.24
2022-11-11 12:38:50.5780,-0.59,-0.1,0.15,0.61
2022-11-11 12:38:50.5810,-0.75,-0.21,0.09,0.78
2022-11-11 12:38:50.5930,-0.31,0.0,0.23,0.38
2022-11-11 12:38:50.5960,0.06,0.21,0.16,0.27
2022-11-11 12:38:50.6100,0.06,0.24,0.08,0.26
2022-11-11 12:38:50.6130,0.13,0.23,0.22,0.34
2022-11-11 12:38:50.6750,0.28,0.15,0.25,0.4
2022-11-11 12:38:50.6780,0.31,0.07,0.2,0.37
2022-11-11 12:38:50.6950,0.03,0.01,0.16,0.16
