time,ax,ay,az,atotal
2022-11-11 12:50:09.8410,0.14,0.03,-0.11,0.18
2022-11-11 12:50:09.8480,0.08,0.06,-0.09,0.13
2022-11-11 12:50:09.8530,-0.03,0.07,-0.04,0.08
2022-11-11 12:50:09.8680,-0.18,0.06,0.03,0.19
2022-11-11 12:50:09.8710,-0.28,0.06,0.04,0.28
2022-11-11 12:50:09.8840,-0.19,0.07,-0.03,0.2
2022-11-11 12:50:09.8870,-0.03,0.04,-0.08,0.09
2022-11-11 12:50:09.8990,0.13,0.03,-0.11,0.17
2022-11-11 12:50:09.9030,0.21,0.03,-0.11,0.23
2022-11-11 12:50:09.9650,0.22,0.04,-0.09,0.24
2022-11-11 12:50:09.9680,0.18,0.07,-0.05,0.19
2022-11-11 12:50:09.9840,0.05,0.1,-0.05,0.12
2022-11-11 12:50:09.9870,-0.21,0.09,-0.02,0.22
2022-11-11 12:50:10.0000,-0.35,0.01,-0.02,0.35
2022-11-11 12:50:10.0030,-0.25,0.04,-0.04,0.25
2022-11-11 12:50:10.0160,-0.1,0.05,-0.07,0.13
2022-11-11 12:50:10.0200,0.06,0.04,-0.09,0.11
2022-11-11 12:50:10.0330,0.12,0.04,-0.07,0.14
2022-11-11 12:50:10.0360,0.06,0.04,-0.06,0.09
2022-11-11 12:50:10.0960,-0.01,0.04,-0.06,0.07
2022-11-11 12:50:10.0990,-0.03,0.07,-0.03,0.08
2022-11-11 12:50:10.1040,-0.1,0.04,-0.02,0.1
2022-11-11 12:50:10.1170,-0.14,0.02,-0.1,0.17
2022-11-11 12:50:10.1200,-0.04,0.04,-0.1,0.11
2022-11-11 12:50:10.1320,0.08,0.06,-0.08,0.12
2022-11-11 12:50:10.1350,0.08,0.07,-0.1,0.14
2022-11-11 12:50:10.1480,0.02,0.07,-0.08,0.1
2022-11-11 12:50:10.1520,-0.07,0.05,-0.05,0.09
2022-11-11 12:50:10.1660,-0.11,0.02,-0.02,0.11
2022-11-11 12:50:10.2260,-0.08,0.03,-0.03,0.09
2022-11-11 12:50:10.2290,-0.02,0.01,-0.01,0.02
2022-11-11 12:50:10.2340,0.1,0.03,0.02,0.1
2022-11-11 12:50:10.2380,0.11,0.09,0.0,0.14
2022-11-11 12:50:10.2500,0.0,0.12,-0.07,0.13
2022-11-11 12:50:10.2540,-0.1,0.08,-0.12,0.17
2022-11-11 12:50:10.2660,-0.14,0.03,-0.14,0.2
2022-11-11 12:50:10.2690,-0.1,0.0,-0.11,0.14
2022-11-11 12:50:10.2820,-0.07,-0.01,-0.09,0.11
2022-11-11 12:50:10.2860,0.06,0.02,-0.1,0.11
2022-11-11 12:50:10.3460,0.17,0.07,-0.04,0.18
2022-11-11 12:50:10.3510,0.09,0.11,-0.03,0.14
2022-11-11 12:50:10.3550,-0.02,0.08,-0.03,0.08
2022-11-11 12:50:10.3670,-0.08,0.05,0.0,0.09
2022-11-11 12:50:10.3700,-0.02,0.05,0.0,0.05
2022-11-11 12:50:10.3820,0.02,0.03,-0.07,0.07
2022-11-11 12:50:10.3850,0.04,0.02,-0.11,0.11
2022-11-11 12:50:10.3990,0.03,0.04,-0.11,0.12
2022-11-11 12:50:10.4020,0.04,0.08,-0.11,0.14
2022-11-11 12:50:10.4150,-0.02,0.08,-0.15,0.17
2022-11-11 12:50:10.4770,-0.14,0.04,-0.1,0.17
2022-11-11 12:50:10.4800,-0.14,0.01,-0.05,0.14
2022-11-11 12:50:10.4840,-0.1,0.0,-0.05,0.11
